OriginalCompanyName,CleanedCompanyName,Status,Timestamp
Holemans/Walter,Holemans/Walter,not found in KBO data table,2024-12-17 18:17:55
Fransens/Paul,Fransens/Paul,not found in KBO data table,2024-12-17 18:18:11
Artemedia,Artemedia,ENT LP Active,2024-12-17 18:18:26
IPIC Plastic,IPIC Plastic,EU Stopped,2024-12-17 18:18:42
Begrafenissen De Winter BVBA,Begrafenissen De Winter,ENT LP Active,2024-12-17 18:18:57
Ecole Sociale Charleroi,Ecole Sociale Charleroi,not found in KBO data table,2024-12-17 18:19:13
Aughuet/Jules [MAST SA],Aughuet/Jules [MAST SA],No result found for this search term,2024-12-17 18:19:29
De Baets/Hilde [FESTIVO],De Baets/Hilde [FESTIVO],No result found for this search term,2024-12-17 18:19:44
American Softwash,American Softwash,No result found for this search term,2024-12-17 18:20:00
Tanghe L,Tanghe L,not found in KBO data table,2024-12-17 18:20:15
Cooremans/Haidar,Cooremans/Haidar,not found in KBO data table,2024-12-17 18:20:31
Lychee's,Lychee's,EU Stopped,2024-12-17 18:20:47
Amd Rayee,Amd Rayee,not found in KBO data table,2024-12-17 18:21:02
Poids Plume,Poids Plume,ENT LP Active,2024-12-17 18:21:18
Net Correct,Net Correct,not found in KBO data table,2024-12-17 18:21:34
Vandebrouck/Christophe,Vandebrouck/Christophe,not found in KBO data table,2024-12-17 18:21:49
Metaalwerken Swennen,Metaalwerken Swennen,No result found for this search term,2024-12-17 18:22:05
Horse Precision,Horse Precision,No result found for this search term,2024-12-17 18:22:21
Copac NV,Copac,ENT LP Stopped,2024-12-17 18:22:36
tuytelaars/peter,tuytelaars/peter,not found in KBO data table,2024-12-17 18:22:52
Eskimmo BVBA,Eskimmo,ENT LP Active,2024-12-17 18:23:07
Horeca Renerken SPRL,Horeca Renerken,not found in KBO data table,2024-12-17 18:23:23
Autisme Limburgse Stichting,Autisme Limburgse Stichting,No result found for this search term,2024-12-17 18:23:39
Vanneste Rudi,Vanneste Rudi,not found in KBO data table,2024-12-17 18:23:54
Boveroux Fr?res SPRL,Boveroux Fr?res,No result found for this search term,2024-12-17 18:24:10
My Must,My Must,EU Active,2024-12-17 18:24:25
E.B.L.-Benoit Luymoeyen,E.B.L.-Benoit Luymoeyen,No result found for this search term,2024-12-17 18:24:41
DP Supervision BVBA,DP Supervision,ENT LP Stopped,2024-12-17 18:24:56
De Pagadder,De Pagadder,ENT LP Stopped,2024-12-17 18:25:12
C.C.A.F.,C.C.A.F.,not found in KBO data table,2024-12-17 18:25:28
Woningbouw Leer [LEER CONSTRUCT],Woningbouw Leer [LEER CONSTRUCT],No result found for this search term,2024-12-17 18:25:43
Bosch-Marain F. [F. BOSCH],Bosch-Marain F. [F. BOSCH],No result found for this search term,2024-12-17 18:25:59
Tricot-Rose SPRL,Tricot-Rose,not found in KBO data table,2024-12-17 18:26:14
Lecalux-Leleux Caudry SPRL,Lecalux-Leleux Caudry,No result found for this search term,2024-12-17 18:26:30
"Deforche-Pottie J., Deforche","Deforche-Pottie J., Deforche",No result found for this search term,2024-12-17 18:26:45
De Vriendt Centrale Verwarming en Sanitair bvba,De Vriendt Centrale Verwarming en Sanitair,ENT LP Active,2024-12-17 18:27:01
D. Dunon,D. Dunon,not found in KBO data table,2024-12-17 18:27:17
Coppens Zakenkantoor,Coppens Zakenkantoor,not found in KBO data table,2024-12-17 18:27:33
Remmicom NV,Remmicom,ENT LP Active,2024-12-17 18:27:49
Traiteur Culinair,Traiteur Culinair,ENT LP Stopped,2024-12-17 18:28:04
Trabo BVBA,Trabo,ENT LP Stopped,2024-12-17 18:28:20
Stand Image SA,Stand Image SA,not found in KBO data table,2024-12-17 18:28:35
J.P.H.Consulting Business,J.P.H.Consulting Business,not found in KBO data table,2024-12-17 18:02:45
Poldermills ['T MOLENTJE],Poldermills ['T MOLENTJE],No result found for this search term,2024-12-17 18:03:01
Rini BVBA,Rini,ENT LP Active,2024-12-17 18:03:17
Vlasbedrijf Verhalle NV,Vlasbedrijf Verhalle,ENT LP Active,2024-12-17 18:03:33
SATORY/ROBERT,SATORY/ROBERT,not found in KBO data table,2024-12-17 18:03:48
Puur,Puur,not found in KBO data table,2024-12-17 18:04:05
Torus nv,Torus,ENT LP Active,2024-12-17 18:04:21
"Impens bvba, PrivÃ©","Impens , PrivÃ©",No result found for this search term,2024-12-17 18:04:37
Gert Smet Consulting BVBA,Gert Smet Consulting,ENT LP Active,2024-12-17 18:04:53
Atoll interim nv,Atoll interim,ENT LP Stopped,2024-12-17 18:05:08
"POSTE (LA), Postshop","POSTE (LA), Postshop",No result found for this search term,2024-12-17 18:05:24
Checkmarket BVBA,Checkmarket,No result found for this search term,2024-12-17 18:05:40
CSP Benelux SA,CSP Benelux SA,not found in KBO data table,2024-12-17 18:05:55
Petit,Petit,not found in KBO data table,2024-12-17 18:06:14
Van De Meerssche Willem,Van De Meerssche Willem,not found in KBO data table,2024-12-17 18:06:30
OUALMAKRAN A,OUALMAKRAN A,not found in KBO data table,2024-12-17 18:06:45
De Jonghe/Walter,De Jonghe/Walter,not found in KBO data table,2024-12-17 18:07:01
Matinag SA,Matinag SA,not found in KBO data table,2024-12-17 18:07:17
Adecco Personnel Services Sa-Nv,Adecco Personnel Services Sa-,not found in KBO data table,2024-12-17 18:07:32
Woonbureau nv,Woonbureau,ENT LP Active,2024-12-17 18:07:48
Cinetec SPRL,Cinetec,ENT LP Active,2024-12-17 18:08:03
Veldwerk Organisatie In Marktonderzoek (Vom) Bvba,Veldwerk Organisatie In Marktonderzoek (Vom),No result found for this search term,2024-12-17 18:08:19
"Huyghe Luc bvba, Huyghe Luc Tuinaanleg [TUINAANLEG LUC HUYGHE]","Huyghe Luc , Huyghe Luc Tuinaanleg [TUINAANLEG LUC HUYGHE]",not found in KBO data table,2024-12-17 18:08:35
I.F.S. BVBA,I.F.S.,EU Stopped,2024-12-17 18:08:50
Buts/Johan,Buts/Johan,not found in KBO data table,2024-12-17 18:09:06
Chemicar Europe NV,Chemicar Europe,ENT LP Active,2024-12-17 18:09:21
Noyelle Pneus SPRL,Noyelle Pneus,ENT LP Active,2024-12-17 18:09:37
Tournay Food SPRL,Tournay Food,ENT LP Stopped,2024-12-17 18:09:53
Segers/Erwin,Segers/Erwin,not found in KBO data table,2024-12-17 18:10:09
Verpleging De Voorzorg,Verpleging De Voorzorg,EU Active,2024-12-17 18:10:24
Moeyaert W. nv [W. MOEYAERT NV],Moeyaert W.  [W. MOEYAERT ],not found in KBO data table,2024-12-17 18:10:40
Hotel Patritius BVBA,Hotel Patritius,EU Active,2024-12-17 18:10:55
Beauty Salon Hilde,Beauty Salon Hilde,EU Active,2024-12-17 18:11:11
Verheyen R.,Verheyen R.,ENT LP Active,2024-12-17 18:11:26
Knapen J,Knapen J,No result found for this search term,2024-12-17 18:11:42
Vanderwegen Frigo-Service BVBA,Vanderwegen Frigo-Service,not found in KBO data table,2024-12-17 18:11:57
M.S.A. SA,M.S.A. SA,not found in KBO data table,2024-12-17 18:12:13
Centea Banque-Groupe Penoit Immobilier-Assurances,Centea Banque-Groupe Penoit Immobilier-Assurances,No result found for this search term,2024-12-17 18:12:29
Maes/Kristel [DIETISTE],Maes/Kristel [DIETISTE],No result found for this search term,2024-12-17 18:12:45
Lof R.,Lof R.,No result found for this search term,2024-12-17 18:13:00
Equipal BVBA,Equipal,ENT LP Stopped,2024-12-17 18:13:16
Ann Vandamme,Ann Vandamme,EU Stopped,2024-12-17 18:13:31
Unicell NV,Unicell,ENT LP Stopped,2024-12-17 18:13:47
Uniglobe Travel NV,Uniglobe Travel,EU Active,2024-12-17 18:14:02
Btm Productions Nv,Btm Productions,No result found for this search term,2024-12-17 18:14:18
Dinnamo Administration Services,Dinnamo Administration Services,No result found for this search term,2024-12-17 18:14:34
CrÃ©dit Social (Le) et les Petits PropriÃ©taires RÃ©unis sa,CrÃ©dit Social (Le) et les Petits PropriÃ©taires RÃ©unis sa,No result found for this search term,2024-12-17 18:14:49
Dastecnology SPRL,Dastecnology,No result found for this search term,2024-12-17 18:15:05
ONAB,ONAB,EU Stopped,2024-12-17 18:15:21
Immo Stephanie,Immo Stephanie,EU Stopped,2024-12-17 18:15:36
Brandtfood Schilde,Brandtfood Schilde,No result found for this search term,2024-12-17 18:15:52
(e)motion VZW,(e)motion,not found in KBO data table,2024-12-17 18:16:08
Transport Lievens,Transport Lievens,not found in KBO data table,2024-12-17 18:16:24
Merad/Beya,Merad/Beya,not found in KBO data table,2024-12-17 18:16:39
ValÃ©rie-Anne [TUPPERWARE],ValÃ©rie-Anne [TUPPERWARE],No result found for this search term,2024-12-17 18:16:56
ANSEEUW Sabine,ANSEEUW Sabine,EU Active,2024-12-17 18:17:11
"KBC Verzekeringen, De Borger & Boon","KBC Verzekeringen, De Borger & Boon",No result found for this search term,2024-12-17 18:17:27
Vanhoenacker/AndrÃ©,Vanhoenacker/AndrÃ©,No result found for this search term,2024-12-17 18:17:43
Salsa,Salsa,not found in KBO data table,2024-12-17 18:17:58
Siemens N.V.,Siemens N.V.,not found in KBO data table,2024-12-17 18:18:14
De Vos Salix BVBA,De Vos Salix,not found in KBO data table,2024-12-17 18:18:30
Koffiepot (De),Koffiepot (De),not found in KBO data table,2024-12-17 18:18:46
RENS PAUL,RENS PAUL,not found in KBO data table,2024-12-17 18:19:02
M.D.C Baileux,M.D.C Baileux,not found in KBO data table,2024-12-17 18:19:17
Maas Communicatie NV,Maas Communicatie,ENT LP Active,2024-12-17 18:19:33
Stadsbestuur Bree,Stadsbestuur Bree,No result found for this search term,2024-12-17 18:19:48
Tapguard,Tapguard,ENT LP Stopped,2024-12-17 18:20:04
Hair Fashion Patricia,Hair Fashion Patricia,No result found for this search term,2024-12-17 18:20:20
Mathy/Jurgen [LA GALERIA DE VINO],Mathy/Jurgen [LA GALERIA DE VINO],No result found for this search term,2024-12-17 18:20:35
Claessen/Jacques [DIGITALISME.COM],Claessen/Jacques [DIGITALISME.COM],No result found for this search term,2024-12-17 18:20:51
P.M.C.,P.M.C.,ENT LP Stopped,2024-12-17 18:21:07
"Ravignat-Lacroix, Ravignat/Auguste, A.","Ravignat-Lacroix, Ravignat/Auguste, A.",No result found for this search term,2024-12-17 18:21:23
Pose BVBA,Pose,not found in KBO data table,2024-12-17 18:21:39
Develter bvba,Develter,not found in KBO data table,2024-12-17 18:21:55
Cocquyt Meubelen NV,Cocquyt Meubelen,not found in KBO data table,2024-12-17 18:22:11
Lamote/Alain,Lamote/Alain,error,
Instruxion NV,Instruxion,ENT LP Active,2024-12-17 18:23:28
Van Borsel/Genevi?ve,Van Borsel/Genevi?ve,No result found for this search term,2024-12-17 18:23:44
A.V.E. Reyntjens Stani,A.V.E. Reyntjens Stani,No result found for this search term,2024-12-17 18:23:59
Hermic NV,Hermic,ENT LP Stopped,2024-12-17 18:24:15
Institut Saint-Etienne ASBL,Institut Saint-Etienne,not found in KBO data table,2024-12-17 18:24:30
Hobby Verborght 2000 bvba [BVBA HOBBY VERBORGH],Hobby Verborght 2000  [ HOBBY VERBORGH],No result found for this search term,2024-12-17 18:24:46
Vermeulen C,Vermeulen C,not found in KBO data table,2024-12-17 18:25:01
Ant Research,Ant Research,ENT LP Stopped,2024-12-17 18:25:17
Amon Technologies Nv,Amon Technologies,ENT LP Stopped,2024-12-17 18:25:33
Smeets M,Smeets M,not found in KBO data table,2024-12-17 18:25:48
Spazio Verde BVBA,Spazio Verde,ENT LP Stopped,2024-12-17 18:26:04
Roegiers Constructie BVBA,Roegiers Constructie,ENT LP Active,2024-12-17 18:26:20
Bocris,Bocris,error,
CCS Credit Management Solutions,CCS Credit Management Solutions,No result found for this search term,2024-12-17 18:27:36
Labo-PC,Labo-PC,error,
Lambert/Arno,Lambert/Arno,error,
Luyten Joris bvba,Luyten Joris,error,
Ch?teau d'Acoz,Ch?teau d'Acoz,No result found for this search term,2024-12-17 18:30:54
Viconge,Viconge,No result found for this search term,2024-12-17 18:31:10
De Roo Claude SPRL,De Roo Claude,EU Active,2024-12-17 18:31:25
Rustoord Op Haanven VZW,Rustoord Op Haanven,not found in KBO data table,2024-12-17 18:31:41
Bosendorf/Dominique,Bosendorf/Dominique,not found in KBO data table,2024-12-17 18:31:56
Dotch BVBA,Dotch,ENT LP Stopped,2024-12-17 18:32:12
Golf Shop (The) VZW,Golf Shop (The),not found in KBO data table,2024-12-17 18:32:27
Kipling [KIPLING SHOP],Kipling [KIPLING SHOP],not found in KBO data table,2024-12-17 18:02:45
Vanlaeres/Annie,Vanlaeres/Annie,not found in KBO data table,2024-12-17 18:03:01
Van Rolleghem/Jaak,Van Rolleghem/Jaak,not found in KBO data table,2024-12-17 18:03:17
Entaco NV,Entaco,ENT LP Active,2024-12-17 18:03:33
Nelissengrade Pascal,Nelissengrade Pascal,No result found for this search term,2024-12-17 18:03:49
ZIEGLER NV-SA,ZIEGLER -SA,not found in KBO data table,2024-12-17 18:04:05
Camping Le Palis SA,Camping Le Palis SA,not found in KBO data table,2024-12-17 18:04:21
Meys J,Meys J,not found in KBO data table,2024-12-17 18:04:36
Joint Aviation training group CV,Joint Aviation training group,ENT LP Stopped,2024-12-17 18:04:52
Verthriest &amp Zn Transport BVBA,Verthriest &amp Zn Transport,No result found for this search term,2024-12-17 18:05:08
Thuisbegeleiding voor Auditief Gehandicapten St-Lievenspoort,Thuisbegeleiding voor Auditief Gehandicapten St-Lievenspoort,No result found for this search term,2024-12-17 18:05:24
Antwerps Beroepskrediet,Antwerps Beroepskrediet,EU Stopped,2024-12-17 18:05:39
Universit?Â© De Mons Hainaut,Universit?Â© De Mons Hainaut,not found in KBO data table,2024-12-17 18:05:55
"Sirejacob, Neslany &amp Partners BVBA","Sirejacob, Neslany &amp Partners",No result found for this search term,2024-12-17 18:06:11
AMERIKAANSE STOCK NEEROETEREN NV,AMERIKAANSE STOCK NEEROETEREN,EU Active,2024-12-17 18:06:26
Alustar-GTA,Alustar-GTA,No result found for this search term,2024-12-17 18:06:42
Chevalier/Dominique,Chevalier/Dominique,not found in KBO data table,2024-12-17 18:06:57
Wase Werkplaats Zele V.Z.W.,Wase Werkplaats Zele V.Z.W.,No result found for this search term,2024-12-17 18:07:13
Aelbrecht/Renaat,Aelbrecht/Renaat,not found in KBO data table,2024-12-17 18:07:29
CAP Soleil,CAP Soleil,EU Stopped,2024-12-17 18:07:44
Clohse-Peters RenÃ©,Clohse-Peters RenÃ©,No result found for this search term,2024-12-17 18:08:00
Containerdienst Verschueren BVBA,Containerdienst Verschueren,ENT LP Active,2024-12-17 18:08:15
Fidumod bvba,Fidumod,ENT LP Active,2024-12-17 18:08:31
Lambert Fr?res SA,Lambert Fr?res SA,not found in KBO data table,2024-12-17 18:08:47
Engels-De Reu/Jeanpierre,Engels-De Reu/Jeanpierre,No result found for this search term,2024-12-17 18:09:02
ESPACE B.B,ESPACE B.B,ENT LP Stopped,2024-12-17 18:09:18
Gandarelsa BVBA,Gandarelsa,ENT LP Stopped,2024-12-17 18:09:33
Smeets/Christiane [LA FOSTYHETTE],Smeets/Christiane [LA FOSTYHETTE],No result found for this search term,2024-12-17 18:09:49
Sylvae Tours NV,Sylvae Tours,ENT LP Active,2024-12-17 18:10:05
'Greenstaar' SPRL,'Greenstaar',not found in KBO data table,2024-12-17 18:10:20
Glacier Il Sole,Glacier Il Sole,EU Active,2024-12-17 18:10:36
GOOSSENS AN,GOOSSENS AN,EU Stopped,2024-12-17 18:10:52
Puzzel [PUZZLE],Puzzel [PUZZLE],No result found for this search term,2024-12-17 18:11:07
Proteika,Proteika,not found in KBO data table,2024-12-17 18:11:23
Labelist,Labelist,EU Stopped,2024-12-17 18:11:38
Id Travel Namur,Id Travel Namur,No result found for this search term,2024-12-17 18:11:54
D'Udekem/MÃ©lanie [MADE IN SOLUTIONS],D'Udekem/MÃ©lanie [MADE IN SOLUTIONS],No result found for this search term,2024-12-17 18:12:10
De Meulemeester Transport BVBA,De Meulemeester Transport,not found in KBO data table,2024-12-17 18:12:25
Paul Verhulst Bestuur,Paul Verhulst Bestuur,No result found for this search term,2024-12-17 18:12:41
Apotheek Breendonkfarma BVBA,Apotheek Breendonkfarma,ENT LP Active,2024-12-17 18:12:57
Escapade BeautÃ© (L'Institut),Escapade BeautÃ© (L'Institut),No result found for this search term,2024-12-17 18:13:12
Doms BVBA,Doms,not found in KBO data table,2024-12-17 18:13:30
Matheus H,Matheus H,not found in KBO data table,2024-12-17 18:13:46
Ravier/Cecile,Ravier/Cecile,not found in KBO data table,2024-12-17 18:14:02
CPAS de Nivelles [CPAS NIVELLE PERS DETACHE AU CENTRE HOSPITALIER],CPAS de Nivelles [CPAS NIVELLE PERS DETACHE AU CENTRE HOSPITALIER],No result found for this search term,2024-12-17 18:14:17
Degryse Christa,Degryse Christa,not found in KBO data table,2024-12-17 18:14:33
Promobis [SOLDSTAR],Promobis [SOLDSTAR],No result found for this search term,2024-12-17 18:14:49
CAMPING PRE DES MOUTONS,CAMPING PRE DES MOUTONS,EU Stopped,2024-12-17 18:15:04
Insulair BVBA,Insulair,ENT LP Stopped,2024-12-17 18:15:20
Renders-Van Den Acker/M.,Renders-Van Den Acker/M.,No result found for this search term,2024-12-17 18:15:35
Kafee t' Restorandje [TAVERNE 'T RESTORANDJE],Kafee t' Restorandje [TAVERNE 'T RESTORANDJE],No result found for this search term,2024-12-17 18:15:51
Mr Duli?re Michel,Mr Duli?re Michel,No result found for this search term,2024-12-17 18:16:06
Verbeek/Peggy [KAPSALON PEGGY],Verbeek/Peggy [KAPSALON PEGGY],error,
Be Home Interior SPRL,Be Home Interior,error,
Vyncke Sylvie,Vyncke Sylvie,error,
Siemens Building Technologies Nv-Sa Security Systems,Siemens Building Technologies -Sa Security Systems,error,
L'Ancolie SPRL,L'Ancolie,error,
Drukkerij Desimpel,Drukkerij Desimpel,error,
Lavachery M,Lavachery M,No result found for this search term,2024-12-17 18:22:28
Alpha Garden SPRL,Alpha Garden,ENT LP Active,2024-12-17 18:22:43
Verzekeringskantoor Johan De Smedt BVBA,Verzekeringskantoor Johan De Smedt,ENT LP Active,2024-12-17 18:22:59
Hydrockx,Hydrockx,not found in KBO data table,2024-12-17 18:23:15
Neukens N,Neukens N,error,
"Muthi, Aurica","Muthi, Aurica",error,
Fontaine V. sa,Fontaine V. sa,not found in KBO data table,2024-12-17 18:25:33
Ligue Francophone de Football en Salle ASBL,Ligue Francophone de Football en Salle,ENT LP Active,2024-12-17 18:25:48
Vaelen/Yvon [BODYCAREDIEPENBEEK],Vaelen/Yvon [BODYCAREDIEPENBEEK],No result found for this search term,2024-12-17 18:26:04
Domestic Solutions Bvba,Domestic Solutions,ENT LP Stopped,2024-12-17 18:26:19
TDS SCRL,TDS,not found in KBO data table,2024-12-17 18:26:35
MCS,MCS,not found in KBO data table,2024-12-17 18:26:53
VMW Accountants,VMW Accountants,ENT LP Active,2024-12-17 18:27:08
Lerat/Michel,Lerat/Michel,not found in KBO data table,2024-12-17 18:27:24
Houssin Huis,Houssin Huis,No result found for this search term,2024-12-17 18:27:39
Van Eylen S,Van Eylen S,not found in KBO data table,2024-12-17 18:27:55
Coppens Koen,Coppens Koen,not found in KBO data table,2024-12-17 18:28:11
Boeket,Boeket,ENT LP Stopped,2024-12-17 18:28:28
Advocatenkantoor Janssen,Advocatenkantoor Janssen,not found in KBO data table,2024-12-17 18:28:44
Bloemen/Marcel,Bloemen/Marcel,not found in KBO data table,2024-12-17 18:29:00
Anigra,Anigra,EU Stopped,2024-12-17 18:29:15
Kuijpers M,Kuijpers M,No result found for this search term,2024-12-17 18:29:31
Cleemput/Maurits,Cleemput/Maurits,No result found for this search term,2024-12-17 18:29:46
Mike Robberechts BVBA,Mike Robberechts,ENT LP Active,2024-12-17 18:30:02
DVS PC Systems BVBA,DVS PC Systems,not found in KBO data table,2024-12-17 18:30:17
CCA-Cappe C,CCA-Cappe C,No result found for this search term,2024-12-17 18:30:33
la chaleur ideale,la chaleur ideale,not found in KBO data table,2024-12-17 18:30:48
Robot Systems Service BVBA,Robot Systems Service,No result found for this search term,2024-12-17 18:31:04
Jamman Computers,Jamman Computers,No result found for this search term,2024-12-17 18:31:19
Lansu J,Lansu J,No result found for this search term,2024-12-17 18:31:35
Homewise NV,Homewise,ENT LP Active,2024-12-17 18:31:50
Ecoshop [ECO SHOP],Ecoshop [ECO SHOP],No result found for this search term,2024-12-17 18:32:06
Van Der Borght/Jan,Van Der Borght/Jan,not found in KBO data table,2024-12-17 18:32:22
Pahari,Pahari,ENT LP Stopped,2024-12-17 18:32:37
Bronzare &amp Ligna,Bronzare &amp Ligna,No result found for this search term,2024-12-17 18:32:53
Van Gansen Autocenter [VAN GANSEN NV],Van Gansen Autocenter [VAN GANSEN ],not found in KBO data table,2024-12-17 18:33:08
Ma Griffe sc,Ma Griffe sc,No result found for this search term,2024-12-17 18:33:24
Sodermans-Niessen/P.,Sodermans-Niessen/P.,No result found for this search term,2024-12-17 18:33:40
Van Looveren,Van Looveren,not found in KBO data table,2024-12-17 18:33:57
Jonkmans J,Jonkmans J,No result found for this search term,2024-12-17 18:34:12
Aerts Trucks,Aerts Trucks,ENT LP Active,2024-12-17 18:34:28
